file,lines,line_span,domain,action,rationale
"src/server/features/email/bulk-action-tracking.ts","61","1-61","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/draft-management.ts","124","1-124","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/error-handling.test.ts","63","1-63","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/process-history.test.ts","210","1-210","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/process-history.ts","368","1-368","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/provider-types.ts","8","1-8","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/provider.ts","33","1-33","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/providers/google.ts","1589","1-1589","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/providers/microsoft.ts","2059","1-2059","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/reply-all.test.ts","438","1-438","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/reply-all.ts","123","1-123","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/signature-extraction.test.ts","84","1-84","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/signature-extraction.ts","37","1-37","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/subject.ts","18","1-18","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/thread-context.test.ts","62","1-62","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/threading.test.ts","71","1-71","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/threading.ts","21","1-21","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/types.ts","307","1-307","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/unsubscribe.ts","148","1-148","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/watch-manager.test.ts","81","1-81","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/email/watch-manager.ts","269","1-269","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/follow-up/README.md","11","1-11","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/follow-up/cleanup.test.ts","167","1-167","supporting_domain","PRUNE_OR_DEFER_NON_SECRETARY","Defer optional follow-up automation until core reliability target"
"src/server/features/follow-up/cleanup.ts","114","1-114","supporting_domain","PRUNE_OR_DEFER_NON_SECRETARY","Defer optional follow-up automation until core reliability target"
"src/server/features/follow-up/generate-draft.test.ts","287","1-287","supporting_domain","PRUNE_OR_DEFER_NON_SECRETARY","Defer optional follow-up automation until core reliability target"
"src/server/features/follow-up/generate-draft.ts","150","1-150","supporting_domain","PRUNE_OR_DEFER_NON_SECRETARY","Defer optional follow-up automation until core reliability target"
"src/server/features/follow-up/labels.test.ts","320","1-320","supporting_domain","PRUNE_OR_DEFER_NON_SECRETARY","Defer optional follow-up automation until core reliability target"
"src/server/features/follow-up/labels.ts","150","1-150","supporting_domain","PRUNE_OR_DEFER_NON_SECRETARY","Defer optional follow-up automation until core reliability target"
"src/server/features/groups/README.md","11","1-11","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/groups/ai/find-newsletters.test.ts","43","1-43","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/groups/ai/find-newsletters.ts","42","1-42","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/groups/ai/find-receipts.test.ts","65","1-65","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/groups/ai/find-receipts.ts","160","1-160","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/groups/find-matching-group.test.ts","157","1-157","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/groups/find-matching-group.ts","99","1-99","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/groups/group-item.ts","34","1-34","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/integrations/README.md","12","1-12","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/integrations/post-oauth.ts","59","1-59","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/integrations/status.ts","172","1-172","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/knowledge/README.md","11","1-11","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/knowledge/ai/extract-from-email-history.ts","191","1-191","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/knowledge/ai/extract.ts","120","1-120","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/knowledge/ai/persona.ts","145","1-145","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/knowledge/ai/writing-style.ts","108","1-108","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/meeting-briefs/README.md","12","1-12","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/meeting-briefs/ai/generate-briefing.test.ts","174","1-174","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/meeting-briefs/ai/generate-briefing.ts","298","1-298","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/meeting-briefs/fetch-upcoming-events.ts","65","1-65","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/meeting-briefs/gather-context.ts","261","1-261","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/meeting-briefs/process.ts","328","1-328","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/meeting-briefs/recipient-context.test.ts","495","1-495","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/meeting-briefs/recipient-context.ts","241","1-241","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/memory/ARCHITECTURE.md","484","1-484","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/memory/context-manager.test.ts","106","1-106","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/memory/context-manager.ts","758","1-758","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/memory/decay.ts","300","1-300","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/memory/embeddings/README.md","196","1-196","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/memory/embeddings/cache.ts","183","1-183","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/memory/embeddings/conversation-ingestion.ts","48","1-48","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/memory/embeddings/queue.ts","262","1-262","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/memory/embeddings/search.test.ts","64","1-64","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/memory/embeddings/search.ts","902","1-902","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/memory/embeddings/service.ts","351","1-351","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/memory/lifecycle/policy.ts","29","1-29","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/memory/retrieval/orchestrator.ts","195","1-195","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/memory/service.ts","231","1-231","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/memory/structured/service.ts","507","1-507","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/notifications/README.md","169","1-169","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/notifications/create.test.ts","78","1-78","supporting_domain","KEEP_AND_HARDEN","Keep notification support with v2 event mapping"
"src/server/features/notifications/create.ts","95","1-95","supporting_domain","KEEP_AND_HARDEN","Keep notification support with v2 event mapping"
"src/server/features/notifications/generator.test.ts","91","1-91","supporting_domain","KEEP_AND_HARDEN","Keep notification support with v2 event mapping"
"src/server/features/notifications/generator.ts","113","1-113","supporting_domain","KEEP_AND_HARDEN","Keep notification support with v2 event mapping"
"src/server/features/policy-plane/README.md","20","1-20","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/policy-plane/automation-executor.ts","388","1-388","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/policy-plane/canonical-schema.ts","208","1-208","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/policy-plane/compiler.test.ts","15","1-15","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/policy-plane/compiler.ts","336","1-336","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/policy-plane/learning-patterns.ts","106","1-106","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/policy-plane/pdp.ts","558","1-558","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/policy-plane/policy-logs.ts","90","1-90","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/policy-plane/projections/automation-projection.ts","37","1-37","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/policy-plane/projections/preferences-projection.ts","43","1-43","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/policy-plane/repository.test.ts","156","1-156","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/policy-plane/repository.ts","363","1-363","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/policy-plane/service.ts","125","1-125","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/policy-plane/system-config.ts","353","1-353","policy_approval","KEEP_AUTHORITY_WITH_ADAPTERS","Preserve existing hard safety and approvals"
"src/server/features/preferences/README.md","9","1-9","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/preferences/service.ts","440","1-440","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/privacy/README.md","11","1-11","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/privacy/service.ts","28","1-28","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/referrals/README.md","7","1-7","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/reply-tracker/README.md","12","1-12","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/reply-tracker/ai/check-if-needs-reply.ts","92","1-92","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/reply-tracker/ai/determine-thread-status.test.ts","96","1-96","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/reply-tracker/ai/determine-thread-status.ts","213","1-213","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/reply-tracker/ai/draft-follow-up.ts","145","1-145","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/reply-tracker/ai/draft-reply.ts","272","1-272","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/reply-tracker/ai/generate-nudge.ts","56","1-56","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/reply-tracker/ai/reply-context-collector.ts","160","1-160","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/reply-tracker/check-sender-reply-history.ts","59","1-59","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/reply-tracker/conversation-status-config.ts","23","1-23","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/reply-tracker/draft-tracking.ts","288","1-288","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/reply-tracker/generate-draft.test.ts","232","1-232","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/reply-tracker/generate-draft.ts","319","1-319","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/reply-tracker/handle-conversation-status.ts","170","1-170","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/reply-tracker/handle-outbound.ts","83","1-83","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/reply-tracker/label-helpers.test.ts","346","1-346","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/reply-tracker/label-helpers.ts","241","1-241","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/reply-tracker/outbound.test.ts","82","1-82","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/reply-tracker/outbound.ts","130","1-130","non_secretary_features","PRUNE_OR_DEFER_NON_SECRETARY","Not required for focused inbox/calendar secretary core"
"src/server/features/scheduled/README.md","12","1-12","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/scheduled/executor.test.ts","270","1-270","supporting_domain","KEEP_WITH_INTERFACE_CHANGES","Scheduled execution kept; adapt runtime invocation path"
"src/server/features/scheduled/executor.ts","321","1-321","supporting_domain","KEEP_WITH_INTERFACE_CHANGES","Scheduled execution kept; adapt runtime invocation path"
"src/server/features/scheduled/scheduler.test.ts","149","1-149","supporting_domain","KEEP_WITH_INTERFACE_CHANGES","Scheduled execution kept; adapt runtime invocation path"
"src/server/features/scheduled/scheduler.ts","372","1-372","supporting_domain","KEEP_WITH_INTERFACE_CHANGES","Scheduled execution kept; adapt runtime invocation path"
"src/server/features/search/README.md","13","1-13","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/search/index/backfill.ts","133","1-133","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/index/chunking.ts","37","1-37","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/index/index.ts","5","1-5","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/index/ingestors/calendar.ts","107","1-107","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/index/ingestors/email.ts","129","1-129","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/index/ingestors/memory.ts","163","1-163","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/index/ingestors/rule.ts","110","1-110","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/index/queue.ts","171","1-171","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/index/repository.ts","751","1-751","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/index/types.ts","52","1-52","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/unified/calibration.test.ts","97","1-97","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/unified/calibration.ts","192","1-192","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/unified/query.test.ts","171","1-171","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/unified/query.ts","358","1-358","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/unified/ranking.test.ts","72","1-72","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/unified/ranking.ts","368","1-368","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/unified/service.test.ts","234","1-234","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/unified/service.ts","1034","1-1034","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/unified/types.ts","133","1-133","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/unified/weights.test.ts","70","1-70","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/search/unified/weights.ts","170","1-170","search_plane","PRUNE_FROM_SECRETARY_MODE","Disable generic search plane in secretary strict mode"
"src/server/features/tasks/README.md","9","1-9","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/tasks/triage/TaskTriageService.test.ts","181","1-181","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/tasks/triage/TaskTriageService.ts","135","1-135","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/tasks/triage/audit.test.ts","69","1-69","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/tasks/triage/audit.ts","99","1-99","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/tasks/triage/context.test.ts","140","1-140","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/tasks/triage/context.ts","167","1-167","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/webhooks/README.md","13","1-13","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/features/webhooks/error-handler.test.ts","174","1-174","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/webhooks/error-handler.ts","42","1-42","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/webhooks/process-history-item.test.ts","327","1-327","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/webhooks/process-history-item.ts","238","1-238","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/webhooks/validate-webhook-account.test.ts","176","1-176","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/features/webhooks/validate-webhook-account.ts","149","1-149","secretary_domain","KEEP_AND_HARDEN","Core secretary domain behavior retained and hardened"
"src/server/integrations/google/README.md","30","1-30","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/integrations/google/attachment.ts","19","1-19","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/batch.ts","115","1-115","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/calendar.ts","450","1-450","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/client.ts","249","1-249","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/constants.ts","17","1-17","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/contact.ts","91","1-91","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/decode.ts","7","1-7","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/draft.ts","137","1-137","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/filter.ts","113","1-113","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/forward.test.ts","205","1-205","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/forward.ts","70","1-70","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/history.ts","23","1-23","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/index.ts","16","1-16","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/label-validation.test.ts","265","1-265","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/label-validation.ts","157","1-157","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/label.ts","341","1-341","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/mail.test.ts","51","1-51","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/mail.ts","351","1-351","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/message.test.ts","109","1-109","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/message.ts","417","1-417","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/permissions.ts","185","1-185","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/reply.test.ts","170","1-170","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/reply.ts","72","1-72","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/retry.test.ts","227","1-227","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/retry.ts","258","1-258","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/scopes.ts","29","1-29","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/settings.ts","19","1-19","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/signature-settings.ts","56","1-56","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/snippet.test.ts","47","1-47","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/snippet.ts","12","1-12","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/spam.ts","21","1-21","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/thread.ts","159","1-159","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/trash.ts","58","1-58","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/google/watch.ts","24","1-24","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/microsoft/README.md","23","1-23","meta","KEEP_UNCHANGED","Documentation/reference"
"src/server/integrations/microsoft/attachment.ts","16","1-16","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/microsoft/batch.ts","278","1-278","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/microsoft/calendar-client.ts","198","1-198","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/microsoft/calendar-sync.ts","113","1-113","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/microsoft/calendar.ts","556","1-556","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/microsoft/client.ts","291","1-291","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/microsoft/constants.ts","2","1-2","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/microsoft/contact.ts","59","1-59","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/microsoft/draft.ts","129","1-129","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/microsoft/errors.test.ts","76","1-76","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/microsoft/errors.ts","39","1-39","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/microsoft/filter.ts","353","1-353","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/microsoft/folders.test.ts","478","1-478","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
"src/server/integrations/microsoft/folders.ts","210","1-210","provider_integrations","KEEP_WITH_RETRY_HARDENING","Provider APIs retained; tighten deterministic retries"
